29:24,26,39,49,59,79,25,89,17,27,37,22,28,38,18,99,69,23,21,19
26:86,24,29,46,34,15,25,14,16,27,22,28,36,66,35,76,56,96,23,21
27:24,26,29,57,67,17,37,25,39,22,28,87,77,38,97,18,47,23,21,19
92:62,83,71,52,42,94,99,22,73,82,97,91,93,12,81,96,72,98,32,95
54:55,58,59,57,24,34,74,53,14,52,94,84,66,45,46,65,56,44,64,51
74:34,24,79,86,71,54,14,85,94,96,84,77,75,76,78,44,73,72,64,95
89:86,29,88,83,49,59,79,85,69,87,77,82,97,78,81,99,84,98,39,19
68:62,58,88,49,57,67,59,69,47,66,38,18,78,65,63,64,98,61,28,48
59:55,58,57,29,49,54,79,53,89,52,48,67,19,99,68,47,56,69,39,51
77:74,88,79,57,67,71,17,37,89,27,87,75,76,78,97,47,99,73,72,98
99:29,49,59,79,88,89,69,94,19,87,77,97,78,91,92,93,96,98,39,95
97:88,57,79,67,17,37,89,27,94,99,47,87,77,78,91,92,93,96,98,95
96:86,46,26,74,85,16,94,99,36,66,84,75,97,76,91,92,93,56,98,95
81:86,88,83,71,89,93,85,11,73,87,82,61,41,91,92,84,72,31,21,51
47:46,49,57,43,67,17,37,58,59,68,42,27,87,45,77,97,44,69,41,48
56:55,58,59,57,26,46,54,86,53,52,16,36,66,45,76,65,44,96,64,51
91:83,71,82,11,72,94,99,73,81,97,51,92,93,31,41,96,61,98,21,95
21:24,26,29,71,32,25,11,27,13,22,28,61,41,81,91,31,12,33,23,51
13:83,43,15,17,14,11,16,53,93,19,22,18,12,32,63,31,73,33,23,21
62:43,67,53,69,42,52,22,66,82,51,65,68,63,12,92,64,72,61,32,41
24:34,26,29,74,54,15,25,14,16,27,94,22,28,84,36,35,44,64,23,21
49:46,29,43,39,59,79,89,57,58,42,67,19,68,45,47,99,44,69,41,48
17:29,39,57,67,15,14,11,16,27,37,19,87,77,38,18,97,12,47,28,13
37:34,29,57,67,17,27,47,28,36,87,35,38,77,97,18,32,33,31,39,19
25:55,24,26,29,34,15,85,14,27,16,22,28,36,35,45,75,65,23,21,95
72:62,74,79,83,71,93,52,42,22,77,75,76,78,12,32,82,92,81,73,91
52:55,58,59,57,62,43,54,53,42,22,82,63,12,32,56,92,72,61,41,51
42:62,46,49,43,32,53,52,22,45,82,63,51,12,47,92,44,72,61,41,48
85:86,55,88,83,74,15,89,25,94,96,87,35,45,82,75,76,81,65,84,95
98:58,88,48,68,79,89,94,99,87,38,77,97,18,91,92,93,78,96,28,95
66:62,46,26,86,55,67,44,54,69,16,96,36,45,76,65,68,63,56,64,61
53:55,58,59,57,43,83,54,62,93,52,42,13,61,63,56,73,33,23,41,51
28:24,26,29,58,88,17,37,25,39,27,22,19,38,18,78,68,98,23,21,48
65:62,55,46,67,15,54,25,85,69,66,35,45,75,68,63,44,64,61,56,95
95:55,74,86,15,25,85,94,99,84,35,45,75,97,76,91,92,93,65,96,98
76:86,74,26,79,46,71,85,16,94,96,36,66,84,77,75,78,56,73,72,95
